date,No. of days,txVolume,txCount,marketcap,exchangeVolume,generatedCoins,fees,Bitcoin Google Trends,Price,GDPC1
2/27/2015,671,229301840.4,100341,3282410000,44013900,3650,14.26795461,4,254,182
2/28/2015,672,412804765.9,102857,3520560000,13949300,3925,14.54017982,4,254,182
3/1/2015,673,153315327.7,91306,3532050000,25213700,3400,13.89333037,4,260,182
3/2/2015,674,258210781.9,83602,3617340000,40465700,3650,12.31285895,4,276,182
3/3/2015,675,543309780.4,104605,3822510000,50461300,3775,16.21037854,4,282,182
3/4/2015,676,293538132,111341,3920130000,41383000,4000,15.58235074,4,273,182
3/5/2015,677,210364818.2,99579,3792480000,41302400,3700,14.56844136,4,276,182
3/6/2015,678,256641382.6,98932,3833160000,28918900,3000,14.62106544,4,273,182
3/7/2015,679,209743391.4,95356,3788190000,17825900,3875,17.13106569,4,276,182
3/8/2015,680,195773501.9,92801,3846750000,22067900,3425,13.07246043,4,274,182
3/9/2015,681,676861431.9,87815,3825250000,59178200,4000,13.5221797,4,290,182
3/10/2015,682,261383806.5,102276,4035790000,67770800,3425,15.24892203,4,292,182
3/11/2015,683,316287074.8,108319,4060030000,33963900,3650,15.85399799,4,296,182
3/12/2015,684,229094850.7,101387,4125290000,32585200,4125,15.3184669,4,294,182
3/13/2015,685,239088085.3,96581,4098250000,31421500,3325,14.04620906,4,285,182
3/14/2015,686,229814530.5,97236,3964470000,22612300,3575,13.90358951,4,282,182
3/15/2015,687,225200036.9,88209,3923350000,11970100,3275,12.35188271,4,286,182
3/16/2015,688,148310853.6,85144,3983760000,21516100,3700,11.90421629,4,291,182
3/17/2015,689,228347424.9,101809,4053230000,21497200,3275,14.65125755,4,286,182
3/18/2015,690,187135291.5,100575,3977030000,57008000,3525,14.28947191,4,256,182
3/19/2015,691,343367463.9,102257,3570820000,52732000,3625,15.42972583,4,261,182
3/20/2015,692,280187798.3,103047,3642550000,18456700,3550,15.90839384,4,262,182
3/21/2015,693,199598967,100107,3653040000,17130100,3375,15.64860137,4,260,182
3/22/2015,694,155742324.6,100476,3629920000,18438100,3675,14.70695936,4,268,182
3/23/2015,695,113384324.4,85432,3742290000,22811900,3275,12.3081063,4,267,182
3/24/2015,696,179798084.8,106189,3724830000,40073700,3775,17.43693874,4,246,182
3/25/2015,697,218674292.4,95653,3458950000,35866900,4300,14.11024766,4,246,182
3/26/2015,698,229519309,96443,3443230000,25730000,4275,15.63150831,4,249,182
3/27/2015,699,212475895.4,98495,3476180000,17274900,3575,14.28154569,4,247,182
3/28/2015,700,248040568,103421,3454980000,16040900,4400,14.81407868,4,253,182
3/29/2015,701,144734378.8,88252,3536570000,21699400,3700,12.70342532,4,243,182
3/30/2015,702,119661246.6,88694,3399510000,23009600,3725,12.40138103,4,248,182
3/31/2015,703,181341911.9,103390,3464410000,22672000,3550,15.18918419,4,244,182
4/1/2015,704,183985082.5,110634,3420100000,22877200,3750,15.35633761,4,247,183
4/2/2015,705,234778294.2,121155,3461060000,26272600,3475,17.36091057,4,253,183
4/3/2015,706,191151902.1,112530,3545940000,23146600,3675,15.75240199,4,254,183
4/4/2015,707,166192187.5,105975,3563920000,12493500,3775,15.17079997,4,254,183
4/5/2015,708,120511139,94397,3557460000,19649200,3975,14.64723494,4,261,183
4/6/2015,709,99225772.2,93053,3655990000,20034200,3700,14.37833029,4,255,183
4/7/2015,710,143512855.5,100835,3580410000,18467400,3125,15.3685661,4,253,183
4/8/2015,711,173169554.5,112065,3550390000,30086400,4000,16.12131218,4,245,183
4/9/2015,712,211621884.1,110162,3434520000,21643500,3025,15.89693994,4,244,183
4/10/2015,713,181288948,117897,3420500000,28882000,3550,19.04414047,4,236,183
4/11/2015,714,185226187,111816,3313620000,16365200,3600,27.62190553,4,237,183
4/12/2015,715,146683123.7,102716,3321740000,12387900,3500,17.01915505,4,236,183
4/13/2015,716,93112643.36,87349,3314280000,31181800,3250,14.22588039,4,225,183
4/14/2015,717,147672662,107370,3157970000,31719000,3650,16.102748,4,219,183
4/15/2015,718,221275798.3,114380,3078890000,22562000,3975,16.96181239,4,224,183
4/16/2015,719,155531498.7,104949,3147650000,24805400,3000,15.03463598,4,229,183
4/17/2015,720,224554346.4,102464,3213910000,20429800,3425,14.71325456,4,223,183
4/18/2015,721,236852593.6,101632,3134170000,12939000,3300,14.28467274,4,223,183
4/19/2015,722,157315593.3,100200,3143460000,15021500,3475,13.93849707,4,223,183
4/20/2015,723,170346280.8,89817,3132400000,18364700,3400,12.76157048,4,225,183
4/21/2015,724,265106458.7,110799,3161520000,24978000,3925,16.16074129,4,235,183
4/22/2015,725,241209380.3,114532,3316990000,23847900,4000,15.87430391,4,234,183
4/23/2015,726,304889569.2,114457,3296060000,17036000,3800,16.25285687,4,236,183
4/24/2015,727,196030446.2,105589,3323830000,21448700,3275,14.74480878,4,231,183
4/25/2015,728,261339788.2,112613,3257850000,13957200,3150,16.74613906,4,226,183
4/26/2015,729,199700502.2,100599,3190790000,28943700,3825,99.73259827,4,219,183
4/27/2015,730,212302173.9,92380,3093200000,38574000,3825,13.22819741,4,229,183
4/28/2015,731,271193604.9,110005,3228470000,21469200,3400,15.15137067,4,226,183
4/29/2015,732,262362213.7,113638,3181700000,18936500,3750,16.03122042,4,226,183
4/30/2015,733,276567794.9,118296,3183860000,33818600,3350,17.36232648,4,236,183
5/1/2015,734,246702183.9,111099,3329190000,18815300,3200,16.08550077,4,232,183
5/2/2015,735,253683154.4,103470,3279270000,12535500,3625,14.70023174,4,235,183
5/3/2015,736,193878669.8,96269,3315980000,18494100,3750,13.99186812,3,240,183
5/4/2015,737,164921662.9,86254,3394130000,21223400,3525,12.58895848,3,239,183
5/5/2015,738,245858238.2,97268,3373650000,23929100,3325,14.15633436,3,236,183
5/6/2015,739,247819867,115868,3337790000,29587200,3800,16.40594879,3,230,183
5/7/2015,740,238368970.1,111320,3245660000,29064400,3750,15.59365577,3,237,183
5/8/2015,741,306004667.2,112173,3353090000,27445500,3775,16.22517764,3,244,183
5/9/2015,742,234185135.6,106499,3446790000,19790500,3675,15.76443367,3,242,183
5/10/2015,743,196250173.3,99217,3418740000,15019100,3225,14.69407894,4,240,183
5/11/2015,744,213452090.2,91152,3399290000,20892300,3300,15.4053723,4,242,183
5/12/2015,745,237785727.4,103821,3426350000,19282600,3650,16.431866,4,241,183
5/13/2015,746,233878914.8,111574,3416690000,27180100,3925,16.41415576,4,236,183
5/14/2015,747,231973578.7,108349,3344280000,24413700,4150,15.33831835,4,237,183
5/15/2015,748,236514518.1,102420,3355680000,16329400,3500,14.34193128,4,238,183
5/16/2015,749,199231798.3,106287,3366300000,11089700,4000,15.09959703,4,236,183
5/17/2015,750,150687369.5,91518,3343940000,11134300,3175,13.41677342,4,237,183
5/18/2015,751,133737101.3,86155,3357380000,16780300,4325,12.56355596,4,233,183
5/19/2015,752,177695412,98677,3303650000,14241900,3650,15.17722871,4,232,183
5/20/2015,753,242585502.5,107307,3288140000,15499400,3400,15.51032634,4,234,183
5/21/2015,754,245347916.5,108220,3319140000,15108900,3575,15.48108746,4,235,183
5/22/2015,755,192126825.9,98127,3338560000,27003000,3625,14.38872583,4,240,183
5/23/2015,756,239713041.9,100529,3409830000,14605000,3700,15.20924588,4,239,183
5/24/2015,757,225635352.8,91114,3391910000,11508000,2825,13.24436216,4,241,183
5/25/2015,758,138618633.7,91019,3420480000,14423900,3575,13.16070096,4,237,183
5/26/2015,759,168905323.6,104175,3367040000,16425000,3525,15.36859022,4,237,183
5/27/2015,760,205817022.6,106547,3367340000,18837000,3425,17.70303647,4,237,183
5/28/2015,761,232197538.1,110243,3370890000,13829600,3625,16.56797692,4,237,183
5/29/2015,762,213833397.8,108684,3373380000,14805000,3350,15.97731108,4,237,183
5/30/2015,763,229799251.3,124585,3370240000,14098600,4000,17.64094182,4,233,183
5/31/2015,764,185021208.1,130878,3314780000,14730800,2975,17.92366924,4,230,183
6/1/2015,765,157407296.2,96527,3274370000,26090500,3850,38.86519149,4,223,183
6/2/2015,766,253035484.2,120648,3170730000,20459000,3350,20.6013467,4,226,183
6/3/2015,767,244098804.6,132206,3212010000,17752400,3750,19.15504964,4,226,183
6/4/2015,768,241075711.6,126686,3213320000,14728100,3525,17.79077511,4,224,183
6/5/2015,769,224917763.2,121334,3191080000,18056500,3500,17.20740277,4,225,183
6/6/2015,770,249999744.9,110418,3203980000,11131500,3650,16.43932459,4,226,183
6/7/2015,771,179008905.9,94567,3213390000,13318400,4125,14.14283042,3,223,183
6/8/2015,772,170938727.1,87587,3175520000,23378400,3925,13.55333484,3,228,183
6/9/2015,773,183258371.1,103233,3257050000,28353100,3825,16.76885156,3,229,183
6/10/2015,774,233743638.8,113175,3264420000,15904800,3750,16.70288963,3,229,183
6/11/2015,775,243094263.2,134362,3263390000,14416000,4150,20.0200267,3,230,183
6/12/2015,776,242520887.1,121677,3276290000,14017700,3675,17.72155088,3,230,183
6/13/2015,777,254671825.6,126920,3280180000,13305300,3425,18.32787903,3,232,183
6/14/2015,778,195824261.6,108404,3317080000,12165900,3950,17.16978432,4,234,183
6/15/2015,779,241833543.7,104451,3331930000,19912100,3700,16.60547161,4,237,183
6/16/2015,780,304015275.7,120608,3380500000,41612000,3625,18.08261468,4,251,183
6/17/2015,781,398233547.8,127461,3581960000,43858400,3175,20.40395219,4,249,183
6/18/2015,782,402402932.6,130215,3563010000,30980200,3525,24.1331345,4,249,183
6/19/2015,783,310794316.4,119891,3558500000,23965300,3975,22.80733402,4,245,183
6/20/2015,784,360818974,129356,3494910000,20608100,3900,27.43918769,4,245,183
6/21/2015,785,258509787.4,110651,3503880000,10600900,3350,21.25656864,4,244,183
6/22/2015,786,183895682.1,94270,3488460000,17692500,3050,13.46584259,4,247,183
6/23/2015,787,227315795.9,110155,3531700000,15108700,3650,23.62903039,4,244,183
6/24/2015,788,280351568.9,130564,3494730000,17344900,3650,22.55311862,4,241,183
6/25/2015,789,251167019.5,111144,3439620000,16133100,3700,16.10552497,4,243,183
6/26/2015,790,208785171.5,114110,3472580000,13983500,4000,17.10600189,4,244,183
6/27/2015,791,347054268.3,115832,3487060000,20488600,3875,17.9175841,4,251,183
6/28/2015,792,301959960.1,109204,3593900000,15137600,3125,17.16731369,4,249,183
6/29/2015,793,198658169.5,97974,3562790000,34742900,3750,15.31906662,4,257,183
6/30/2015,794,296603459.6,118615,3682790000,44533800,3275,17.95859765,4,263,183
7/1/2015,795,401238098.4,153529,3774140000,27029800,3650,28.39404507,4,259,184
7/2/2015,796,283332279.6,144399,3706320000,21551900,3525,22.34030167,4,255,184
7/3/2015,797,303403288.2,140149,3662970000,19033800,3675,22.99582991,4,256,184
7/4/2015,798,320425392.7,137128,3678800000,15620400,4025,24.69032101,4,261,184
7/5/2015,799,244717786.3,108883,3741670000,44156100,3675,18.03938279,5,272,184
7/6/2015,800,249595756.1,105854,3890430000,49154800,3750,18.76217426,5,269,184
7/7/2015,801,367236780.1,160973,3875220000,28857600,4275,31.53538229,5,266,184
7/8/2015,802,325608123.6,188331,3818970000,36980200,3575,41.54840615,5,271,184
7/9/2015,803,319441817,208173,3889620000,40301200,3975,53.33951742,5,269,184
7/10/2015,804,351251152.3,191687,3866510000,100390000,3450,41.96177509,5,285,184
7/11/2015,805,486640968.4,204210,4093500000,41109900,3850,38.14406792,5,293,184
7/12/2015,806,364828777.3,181840,4213280000,56405000,3625,36.96150188,4,311,184
7/13/2015,807,351275393.4,199009,4468540000,62053900,3500,45.9325014,4,292,184
7/14/2015,808,350711887.3,173307,4199450000,28727200,3600,33.49308733,4,287,184
7/15/2015,809,338828787.1,121289,4143120000,27486600,3475,28.78263116,4,286,184
7/16/2015,810,303644351.7,117982,4115410000,49482600,4025,26.78300519,4,278,184
7/17/2015,811,377903289.7,114627,4001950000,27591400,3175,27.65840845,4,279,184
7/18/2015,812,297970178.1,117114,4020820000,25187100,3775,24.58494385,4,275,184
7/19/2015,813,225763774.7,118723,3956140000,15332500,3825,44.11616592,4,274,184
7/20/2015,814,185308331.1,134454,3938930000,22711400,3600,19.20129942,4,279,184
7/21/2015,815,238931797.3,117985,4017540000,22930700,3700,35.6756411,4,276,184
7/22/2015,816,278690724.8,133285,3971960000,19389800,3575,28.56326679,4,277,184
7/23/2015,817,240959656.7,134374,3997290000,18531300,3700,28.17328003,4,276,184
7/24/2015,818,276896636.8,111863,3978990000,37199400,3575,26.80290432,4,288,184
7/25/2015,819,310973503,109429,4155500000,20662200,4250,23.21557112,4,289,184
7/26/2015,820,208184313.2,102833,4163470000,16032300,3775,20.80278217,4,293,184
7/27/2015,821,146160469.3,89964,4222210000,30592000,3550,19.57773715,4,294,184
7/28/2015,822,244897308.4,113358,4237650000,25453600,3675,31.50399673,4,294,184
7/29/2015,823,315988148.3,114568,4250940000,24672600,3500,26.48918945,4,290,184
7/30/2015,824,271458801.8,140980,4174360000,21635800,3850,39.18206378,4,288,184
7/31/2015,825,262696458.4,131157,4155010000,23629100,3400,34.11170226,4,285,184
8/1/2015,826,257462168.7,136981,4112610000,18995000,3600,37.06635251,4,282,184
8/2/2015,827,208435043,157799,4052470000,17722200,4025,34.19875852,4,283,184
8/3/2015,828,155114301.3,97261,4087610000,21474100,3750,22.45622586,4,281,184
8/4/2015,829,232026086.9,124090,4065870000,21908700,3900,25.15547809,4,285,184
8/5/2015,830,259686455.4,131594,4119190000,20128000,3450,34.25170711,4,282,184
8/6/2015,831,311462833.5,129837,4077600000,18792100,3225,34.3051728,4,279,184
8/7/2015,832,277067695.9,134436,4032820000,42484800,3550,36.87780825,4,280,184
8/8/2015,833,273465315.7,121029,4048270000,58533000,3550,28.21146766,4,261,184
8/9/2015,834,274783748.1,101599,3779770000,23789600,4050,22.53674817,4,265,184
8/10/2015,835,308869741,89937,3843850000,20979400,3250,18.71323906,4,264,184
8/11/2015,836,293144271.3,111405,3828500000,25433900,4325,27.2134821,4,270,184
8/12/2015,837,282095985.8,117239,3920210000,26815400,4200,26.6333475,4,266,184
8/13/2015,838,304912558.1,116367,3857090000,27685500,3075,25.3674595,4,264,184
8/14/2015,839,337990774.6,117871,3828340000,27091200,3750,25.04715135,4,266,184
8/15/2015,840,325933340.8,111030,3849530000,19321100,3375,24.33639928,4,262,184
8/16/2015,841,247792714.2,98422,3797330000,29717000,3350,20.99042465,4,259,184
8/17/2015,842,267641273.3,86754,3749260000,21617900,3600,18.2891781,4,258,184
8/18/2015,843,275894649,112090,3742020000,42147200,3575,23.30970771,4,211,184
8/19/2015,844,357198425,120195,3274860000,60869200,3625,25.77426057,4,227,184
8/20/2015,845,386897191,122075,3293570000,32275000,3875,24.59124418,4,235,184
8/21/2015,846,319664870.2,116959,3417200000,23173800,3825,25.26291979,4,233,184
8/22/2015,847,316714273,115801,3379050000,23205900,4000,23.72098323,4,230,184
8/23/2015,848,259818280,105679,3346760000,18406600,3875,22.55638699,4,228,184
8/24/2015,849,214125332.9,93952,3314640000,59220700,3400,20.39686001,4,211,184
8/25/2015,850,380008533.1,119017,3053250000,61089200,3850,25.229565,4,222,184
8/26/2015,851,439764551.1,124916,3228540000,31808000,3400,25.83510482,4,226,184
8/27/2015,852,317197897.5,124715,3287220000,21905400,3950,25.4549747,4,225,184
8/28/2015,853,334438754.9,114961,3268370000,31336600,3600,23.15723921,4,231,184
8/29/2015,854,337274946.2,121126,3368880000,17142500,3850,24.5461252,4,230,184
8/30/2015,855,215597623.9,113113,3345740000,19412600,4000,22.52730241,4,229,184
8/31/2015,856,168685640,94814,3335220000,20710700,3700,18.30473815,4,230,184
9/1/2015,857,229379627.5,122092,3352760000,20575200,4000,26.96425504,4,228,184
9/2/2015,858,290117973.6,135506,3321180000,18760400,3800,26.4941016,4,229,184
9/3/2015,859,293701492.2,143310,3340990000,17482000,3950,48.03187173,4,227,184
9/4/2015,860,251958930.5,133780,3311080000,20962400,3600,33.21381331,4,230,184
9/5/2015,861,232767778.6,98041,3355470000,20671400,3900,22.41636578,4,235,184
9/6/2015,862,207493426,132403,3424420000,25473700,3950,31.13336949,4,240,184
9/7/2015,863,204505247.5,106544,3499120000,21192200,3675,21.85687675,4,240,184
9/8/2015,864,207928248.1,122029,3498750000,26879200,3450,28.70289291,4,244,184
9/9/2015,865,270651180.9,124655,3551640000,23635700,3450,26.04754183,4,238,184
9/10/2015,866,311521108.6,127477,3478410000,21215500,3600,26.34717548,4,238,184
9/11/2015,867,288657355.2,124063,3479310000,19224700,4375,28.7367539,4,240,184
9/12/2015,868,258852461.9,164860,3502520000,17962600,4025,33.75014481,4,235,184
9/13/2015,869,170573944,154252,3435990000,18478800,3550,33.12293654,4,231,184
9/14/2015,870,166585654.5,142408,3369190000,20997800,3625,25.7179695,4,231,184
9/15/2015,871,253877181.9,161617,3368360000,19177800,3775,30.34046613,4,230,184
9/16/2015,872,261528711.8,167189,3365740000,20144200,4125,29.4265409,4,229,184
9/17/2015,873,270678311.5,164113,3349390000,18935400,3575,26.57291552,4,230,184
9/18/2015,874,261114443.4,248124,3415440000,20242200,3575,26.64910663,4,233,184
9/19/2015,875,236807003.2,181707,3406390000,12712600,3625,26.3758538,4,231,184
9/20/2015,876,241907278.5,114187,3385770000,14444700,3275,22.08227979,4,231,184
9/21/2015,877,170437617.8,109206,3383840000,19678800,3150,20.96947239,4,227,184
9/22/2015,878,297747959.5,126363,3322420000,25009300,3150,27.07533607,4,231,184
9/23/2015,879,316172917.1,137623,3381390000,17254100,4050,28.41245341,4,230,184
9/24/2015,880,264783518.4,133350,3373850000,25097800,3750,26.25085789,4,235,184
9/25/2015,881,245427033.7,124448,3433300000,22363600,3600,24.12886677,4,235,184
9/26/2015,882,288741748,129898,3444730000,13724100,4100,27.22450235,4,234,184
9/27/2015,883,215123485.2,117232,3431860000,14179900,3725,25.37887763,4,233,184
9/28/2015,884,161090357.3,107937,3413630000,24713000,3725,20.91949864,4,239,184
9/29/2015,885,285921582.1,132661,3505090000,22691300,3375,26.22767263,4,237,184
9/30/2015,886,335061571.2,138400,3471280000,19743500,4350,26.23929439,4,236,184
10/1/2015,887,308837852.5,140222,3462800000,20488800,3875,27.49153829,4,238,184
10/2/2015,888,290958238.5,138316,3482190000,19677900,3825,30.22710577,4,237,184
10/3/2015,889,397825558.5,138498,3482100000,16482700,3275,24.95701028,4,239,184
10/4/2015,890,216500905.2,123848,3502460000,12999000,3550,23.1288576,4,238,184
10/5/2015,891,200896981.4,104323,3497740000,23335900,3925,19.57570215,4,240,184
10/6/2015,892,273541647.2,118099,3531230000,27535100,3775,22.33949231,4,246,184
10/7/2015,893,380783556.7,143781,3617400000,22999200,3625,25.04502727,4,243,184
10/8/2015,894,320512882.7,138355,3572730000,18515300,3400,25.79766116,4,242,184
10/9/2015,895,441837966.5,139675,3565090000,17353100,3425,26.49869792,4,244,184
10/10/2015,896,304912179.3,118336,3584120000,15912700,3350,23.40371657,4,245,184
10/11/2015,897,274068082.4,126718,3599840000,16827300,3675,25.30094491,4,247,184
10/12/2015,898,227032331.6,106973,3632110000,17388300,3850,19.86962237,4,245,184
10/13/2015,899,311118990.4,127536,3608340000,28198500,3375,23.85647367,4,250,184
10/14/2015,900,376488667.9,133958,3672370000,27462600,3450,25.28137542,4,252,184
10/15/2015,901,390218634.4,141428,3711800000,25223500,3850,27.15791723,4,254,184
10/16/2015,902,489476653.9,154078,3745090000,35901500,4025,28.67259031,4,263,184
10/17/2015,903,438974147.8,143559,3870490000,43199600,3800,27.54570794,4,271,184
10/18/2015,904,397741763.4,136332,3991620000,22434300,3300,27.71786494,4,262,184
10/19/2015,905,264613013.5,121807,3859270000,25258800,3650,23.22242438,4,263,184
10/20/2015,906,344814169.3,137751,3885570000,30889800,4075,27.04653893,4,269,184
10/21/2015,907,378150028.2,140012,3970980000,25637300,3150,30.27489554,4,266,184
10/22/2015,908,353505663.5,157654,3930500000,37808600,3525,30.32451254,4,274,184
10/23/2015,909,402506344.1,150681,4037010000,29442500,4075,29.52668877,4,277,184
10/24/2015,910,349949562.7,138488,4080140000,25942400,3625,26.88487392,4,282,184
10/25/2015,911,368035035.5,147218,4154100000,45717100,3625,29.64851924,5,284,184
10/26/2015,912,359039615.8,127996,4187410000,32108800,3850,24.23171136,5,285,184
10/27/2015,913,423143989.3,121224,4211500000,46331800,4000,26.65597642,5,294,184
10/28/2015,914,509562833.8,146515,4338430000,50808100,3900,28.50698372,5,305,184
10/29/2015,915,525597880,157809,4496390000,64495900,3350,29.86225005,5,314,184
10/30/2015,916,718298561.7,163984,4639690000,78305000,3800,34.2390984,5,328,184
10/31/2015,917,748033147.7,165412,4856410000,48598100,3925,32.37455062,5,314,184
11/1/2015,918,563233702.8,153988,4657890000,37001100,3800,27.96097661,8,325,184
11/2/2015,919,574403293.6,149956,4820850000,101918000,3925,26.75350044,8,361,184
11/3/2015,920,910000938.4,168335,5353680000,206162000,3675,32.42540688,8,403,184
11/4/2015,921,1188244612,188254,5973510000,263900000,4100,35.09734842,8,412,184
11/5/2015,922,4328413285,202198,6040410000,151825000,3875,44.54050868,8,386,184
11/6/2015,923,1306731087,187933,5745320000,122687000,3625,35.0288649,8,374,184
11/7/2015,924,1038073590,167068,5542680000,56625100,3575,33.00349875,8,386,184
11/8/2015,925,781746963.7,153010,5692390000,51817600,3875,25.66812105,5,373,184
11/9/2015,926,715179672.8,134945,5546240000,68224400,3650,24.23359365,5,380,184
11/10/2015,927,952218913.6,156156,5631520000,95797900,3550,28.73466122,5,337,184
11/11/2015,928,819745069.8,154200,5037510000,107070000,3550,27.7364737,5,311,184
11/12/2015,929,1181143521,169072,4657240000,78477800,4400,29.7730857,5,338,184
11/13/2015,930,942868011.7,156092,5020700000,52003000,3850,25.70328366,5,337,184
11/14/2015,931,909877184.7,155745,4994250000,38612000,3900,25.81424242,5,333,184
11/15/2015,932,964127798.9,153508,4942420000,44213100,3850,24.56846514,5,320,184
11/16/2015,933,661932290.6,138020,4746070000,47980100,3650,22.59711799,5,331,184
11/17/2015,934,819188344.9,154018,4905260000,51001600,4425,26.4479043,5,335,184
11/18/2015,935,559118944.1,156433,4969330000,43783800,4000,26.28149806,5,335,184
11/19/2015,936,592303509.4,168256,4971880000,45011100,3525,28.47682441,5,326,184
11/20/2015,937,611503869.7,154459,4850170000,53152900,3475,25.57031539,5,322,184
11/21/2015,938,693450761.8,157783,4787340000,28200500,4125,26.21872324,5,327,184
11/22/2015,939,472622404.2,153906,4861340000,23439400,4350,24.36154165,5,325,184
11/23/2015,940,330208791.3,127878,4823700000,27478900,4325,22.69734216,5,323,184
11/24/2015,941,374176592.1,141357,4805160000,29362600,3925,25.15112008,5,320,184
11/25/2015,942,429485654.5,152942,4762230000,41666900,3925,25.44677535,5,328,184
11/26/2015,943,626206587.1,155611,4886330000,106105000,3875,26.04052943,5,353,184
11/27/2015,944,715080744.5,163276,5238500000,55179100,4200,29.09844144,5,358,184
11/28/2015,945,730674696.8,152876,5318300000,36816600,3425,25.34761188,5,357,184
11/29/2015,946,719338417.4,172398,5324610000,40409300,3800,27.78487646,5,371,184
11/30/2015,947,443699779.4,125573,5534000000,71701600,3800,21.01932131,5,377,184
12/1/2015,948,827169178.8,178927,5624580000,60452200,3800,33.38943985,5,362,184
12/2/2015,949,878609465.1,183717,5394070000,54160500,4750,32.59820472,5,359,184
12/3/2015,950,865820698.8,179176,5358040000,50714900,3825,31.53978901,5,361,184
12/4/2015,951,715932702.7,168551,5388110000,35784100,3525,31.02718481,5,363,184
12/5/2015,952,968697807.2,166304,5426180000,66282200,3700,27.47687376,5,389,184
12/6/2015,953,1820248794,195753,5813290000,77762000,4250,32.36317317,7,389,184
12/7/2015,954,2115391730,173233,5821140000,63455800,4050,29.3278173,7,396,184
12/8/2015,955,1216999742,190705,5908810000,57801400,3900,32.89073721,7,416,184
12/9/2015,956,1157180889,194842,6189620000,90917200,4075,32.59104008,7,418,184
12/10/2015,957,1473318862,217737,6244360000,52138900,4250,36.58928204,7,415,184
12/11/2015,958,1399853934,213886,6206150000,110944000,5150,35.6515336,7,452,184
12/12/2015,959,1477482005,208012,6761730000,131969000,4200,39.97202893,7,435,184
12/13/2015,960,1439906364,211090,6454430000,55050600,4225,41.45804451,5,434,184
12/14/2015,961,2185941788,187571,6480070000,130496000,3650,33.13209983,5,444,184
12/15/2015,962,2117872808,225899,6640850000,83121100,4550,40.07638804,5,465,184
12/16/2015,963,1850314544,223069,6962090000,107944000,4700,38.94372174,5,455,184
12/17/2015,964,1918081610,221250,6807850000,47978400,4225,38.6719536,5,456,184
12/18/2015,965,1866276281,223666,6825640000,60220100,4000,38.35044828,5,464,184
12/19/2015,966,1779706093,214475,6942950000,47892700,4150,37.79342852,5,462,184
12/20/2015,967,1613480304,215122,6925030000,75409400,3900,35.76634127,5,443,184
12/21/2015,968,1635355885,189537,6636280000,77639700,4000,32.19075687,5,439,184
12/22/2015,969,2163175480,224027,6556960000,50840400,3850,40.9048616,5,437,184
12/23/2015,970,2029186597,222275,6547850000,47161400,3450,38.05267456,5,442,184
12/24/2015,971,1953842052,217656,6645120000,57157200,4125,39.67740897,5,455,184
12/25/2015,972,2079219505,225838,6823120000,39078500,3675,39.56908519,5,456,184
12/26/2015,973,1586395174,184080,6838480000,116166000,3650,30.308073,5,417,184
12/27/2015,974,1080627017,173494,6251440000,53591200,4500,30.27641362,5,423,184
12/28/2015,975,495651053,155933,6356100000,49638600,5100,26.28569728,5,422,184
12/29/2015,976,696949685.1,171347,6339010000,51596500,3825,30.74762517,5,433,184
12/30/2015,977,626003019.1,183862,6508960000,46889400,3775,31.41171395,5,427,184
12/31/2015,978,519904879.2,184309,6399190000,45996600,4450,32.36783273,5,431,184
1/1/2016,979,471719781.6,159973,6473530000,36278900,3500,26.14298329,5,434,184
1/2/2016,980,377806387.9,118925,6533630000,30096600,3375,19.0413107,5,433,184
1/3/2016,981,311364637.9,147593,6519500000,39633800,3450,30.80861565,5,430,184
1/4/2016,982,333234138,140086,6468180000,38477500,3700,23.68466419,5,433,184
1/5/2016,983,396548688.2,172545,6515380000,34522600,4400,29.75626898,5,432,184
1/6/2016,984,470627850.4,187834,6498830000,34042500,4025,33.1831256,5,429,184
1/7/2016,985,608613689.3,177512,6472580000,87562200,3575,30.33630862,5,458,184
1/8/2016,986,647636930.7,179490,6888600000,56993000,3500,35.16546278,5,453,184
1/9/2016,987,489160264.9,186658,6828000000,32278000,4425,34.27362066,5,448,184
1/10/2016,988,334429232.3,181956,6752210000,35995900,3825,30.23387022,5,448,184
1/11/2016,989,443732121.7,159750,6761090000,40450000,4375,28.19834138,5,448,184
1/12/2016,990,545008691,183733,6755220000,115607000,4175,34.56465121,5,436,184
1/13/2016,991,473189149.4,196545,6553350000,173888000,4375,34.83628058,5,432,184
1/14/2016,992,521543953.8,187402,6519110000,43945500,3775,34.12021575,5,430,184
1/15/2016,993,394243831.7,185100,6489870000,153351000,3275,32.35908553,5,364,184
1/16/2016,994,566753102.4,186575,5507790000,120352000,3125,35.70690107,5,388,184
1/17/2016,995,545909861.8,189270,5842270000,45319600,3550,34.93814198,5,382,184
1/18/2016,996,2878863076,193998,5761940000,54403900,3475,34.10926519,5,387,184
1/19/2016,997,3964658300,216669,5843510000,46819800,4275,39.70424968,5,380,184
1/20/2016,998,3492452453,196480,5734760000,121720000,3675,38.94147921,5,420,184
1/21/2016,999,2371083241,205023,6338800000,68338000,3825,47.8854867,5,410,184
1/22/2016,1000,1978208607,207584,6190940000,91546600,3175,45.23863703,5,382,184
1/23/2016,1001,1638092651,224245,5779890000,56247400,4375,49.17990696,5,387,184
1/24/2016,1002,13325142873,198776,5867300000,54824800,4425,41.29274482,5,403,184
1/25/2016,1003,16362726314,191495,6083900000,59062400,4050,37.0726012,5,392,184
1/26/2016,1004,16717125486,222892,5929520000,58147000,4450,46.628025,5,392,184
